course_id	course_title	price	free_or_paid	num_subscribers	num_reviews	num_lectures	level	rating	content_duration	published_timestamp_date	subject	revenue
189160	Financial Analysis: A Recipe for Success	0	Free	19614	635	14	All Levels	0.3	1.5	4/23/2014	business	0
189996	Introduction to Digital Payments	0	Free	12217	351	17	All Levels	0.41	1	4/29/2014	business	0
190816	IAS 18 - Revenue	0	Free	2571	32	23	All Levels	0.96	4.5	3/29/2014	business	0
190906	The Theory & Practice of Modes on the Guitar	35	paid	17	0	7	Beginner Level	0.74	1.5	4/4/2014	music	595
191588	IAS 10 - Events After Reporting Date	0	Free	2146	35	8	All Levels	0.24	1	5/7/2014	business	0
19164	Graphic Design Secrets Revealed	95	paid	2555	28	55	Intermediate Level	0.74	6	9/4/2012	graphics_design	242725
191854	Stock Market Foundations	0	Free	19339	794	9	All Levels	0.89	2	3/31/2014	business	0
192576	Certificate Program In Management Accounting	50	Paid	1532	7	24	All Levels	0.76	6	4/24/2014	business	76600
19260	Create an Engaging Website with Twitter Bootstrap 2.x	20	paid	1463	56	24	Beginner Level	0.9	1	6/18/2012	web_development	29260
192724	Certificate Program in Financial Accounting	50	Paid	1047	3	20	All Levels	0.97	4.5	4/24/2014	business	52350
192726	Logo Design for Entrepreneurs	20	paid	274	10	49	All Levels	0.52	3.5	4/4/2014	graphics_design	5480
192870	Trading Penny Stocks: A Guide for All Levels In 2017	150	Paid	9221	138	25	All Levels	0.81	3	5/2/2014	business	1383150
19332	The Original Complete Web Developer Course.	20	paid	31070	742	195	Beginner Level	0.07	18	10/28/2012	web_development	621400
193916	How to be A High Performance Insurance Broker Part 2	40	Paid	70	3	15	All Levels	0.76	2	4/6/2014	business	2800
19421	Free Beginner Electric Guitar Lessons	0	free	101154	1042	95	All Levels	0.88	4.5	6/15/2012	music	0
19422	Drupal 7 for Beginners	35	paid	926	102	37	All Levels	0.89	2.5	6/14/2012	web_development	32410
194692	Quicklessons Piano Course - Learn to Play Piano by Ear!	200	paid	7178	260	144	Intermediate Level	0.15	8.5	4/12/2014	music	1435600
195576	Learn To Play The Drums Without A Drum Kit	25	paid	1589	52	39	All Levels	0.89	2	6/27/2014	music	39725
19603	Learning Dynamic Website Design - PHP MySQL and JavaScript	50	paid	47886	285	125	All Levels	0.41	12.5	6/18/2012	web_development	2394300
196164	Studying the CFA Program exams (Mandarin language version)	0	Free	1168	9	5	All Levels	0.98	0.67	4/9/2014	business	0
196234	Easy Piano - learn and play along	20	paid	11	1	48	All Levels	0.06	1	5/14/2014	music	220
19653	Accounting Skills for Managers	20	Paid	78	3	10	Intermediate Level	0.78	1.5	6/27/2012	business	1560
197828	Learn to Setup Websites from Scratch	0	free	21087	154	24	Intermediate Level	0.14	3.5	4/14/2014	web_development	0
197836	Projects in HTML5	60	paid	8777	206	75	All Levels	0.79	15.5	6/17/2014	web_development	526620
198660	Tenor Banjo for Absolute Beginners	0	free	3167	161	34	Beginner Level	0.11	0.62	7/19/2014	music	0
198690	Acoustic Guitar Basics	0	free	14495	224	21	Beginner Level	0.47	2	8/7/2014	music	0
198692	Acoustic Guitar After The Basics	45	paid	181	17	25	Intermediate Level	0.69	2.5	11/20/2014	music	8145
199450	"Elite Trend Trader: Learn To Trade Stocks, Options & Forex"	125	Paid	6451	237	28	All Levels	0.8	5	4/16/2014	business	806375
199500	Play Autumn Leaves' falling notes on piano with no reading!	30	paid	438	10	12	All Levels	0.07	0.57	4/29/2014	music	13140
199822	IAS 12 - Accounting for Income Taxes (Basics)	0	Free	4269	60	17	All Levels	0.84	4.5	5/17/2014	business	0
200108	Guitar for Absolute Beginners (Class 1)	20	paid	45	4	48	All Levels	0.99	1.5	5/1/2014	music	900
200598	"LEARN HARMONICA, amaze your friends and have fun - it's easy"	200	paid	8857	718	131	Beginner Level	0.43	15.5	4/27/2014	music	1771400
200722	Jazz Guitar Reharmonization for Autumn Leaves	20	paid	30	1	15	All Levels	0.11	0.62	7/3/2014	music	600
200742	Create Single Page Website using Twitter Bootstrap 3	20	paid	7449	111	13	Expert Level	0.3	1	4/19/2014	web_development	148980
200854	HTML and CSS Crash Course for Beginners	50	paid	4123	46	31	Beginner Level	0.55	4.5	5/30/2014	web_development	206150
201472	Keyboard Basics	25	paid	17	1	7	Intermediate Level	0.37	2	4/22/2014	music	425
20150	iPhone icons gone awesome	20	paid	2346	18	55	Beginner Level	0.5	3.5	6/26/2012	graphics_design	46920
201812	Design Beautiful & Professional Ebooks Using FREE Software	20	paid	239	7	26	All Levels	0.76	4	4/25/2014	graphics_design	4780
20185	The Complete Forex Trader	25	Paid	1634	142	46	Intermediate Level	0.32	7	10/1/2012	business	40850
201894	Add Slide To Your Guitar Playing	20	paid	75	2	27	Intermediate Level	0.11	0.73	5/28/2014	music	1500
201942	"Bitcoins - Past, Present, Future"	20	Paid	373	3	14	Beginner Level	0.88	1.5	4/23/2014	business	7460
202290	Stock Market Mastery	20	Paid	135	2	25	All Levels	0.3	7.5	6/8/2014	business	2700
20387	Guitar Insanity Workout - Eatmystrings!	50	paid	2673	17	29	Beginner Level	0.11	2.5	7/6/2012	music	133650
204014	Aprende a tocar el piano desde cero	50	paid	4	0	16	All Levels	0.44	4	4/30/2014	music	200
20461	How to Design a Logo - a Beginners Course	30	paid	10875	650	41	All Levels	0.8	2.5	7/25/2012	graphics_design	326250
205764	Rhythm to Rock Drum Lessons 3	20	paid	12	2	12	Beginner Level	0.06	1	7/18/2014	music	240
205810	Beginners Binary Options Course	0	Free	10540	799	14	All Levels	0.81	1.5	4/27/2014	business	0
206088	Guitar Chord Mastery!Turn Your Brain Into A Chord Encyclopia	200	paid	4133	173	224	All Levels	0.14	28.5	5/19/2014	music	826600
206332	Rock Drumset Grooves: Level 1	20	paid	709	12	38	All Levels	0.07	2	9/2/2014	music	14180
206592	:::Beginners Guide To Creating Amazing Images with Canva:::	25	paid	72	5	17	Beginner Level	0.8	1	4/29/2014	graphics_design	1800
206986	Piano Lessons for Beginners Made Easy	25	paid	333	5	40	All Levels	0.18	3	5/28/2014	music	8325
207166	How to Copy the Best Traders on Etoro	90	Paid	564	9	41	Beginner Level	0.55	3.5	5/1/2014	business	50760
210020	Drum Lessons For Beginners	50	paid	70	2	17	All Levels	0.11	1.5	5/17/2014	music	3500
21080	Guitar Essentials	20	paid	261	1	18	Expert Level	0.02	1.5	5/7/2014	music	5220
211026	Aprende a tocar Jazz y Ritmos Latinos en la guitarra	50	paid	6	0	17	Beginner Level	0.2	3	5/7/2014	music	300
211052	Aprende todos los secretos de la guitarra flamenca	50	paid	13	2	23	Beginner Level	0.16	3.5	5/7/2014	music	650
211780	Aprende a tocar el teclado como los expertos	50	paid	11	1	37	All Levels	0.06	2.5	5/9/2014	music	550
211874	Business finances	75	Paid	4695	7	20	Beginner Level	0.74	1	5/7/2014	business	352125
212374	Introduction to CSS Development	0	free	15493	415	25	All Levels	0.56	2	8/18/2014	web_development	0
212376	Getting Started as a Web Developer	0	free	9833	241	15	Expert Level	0.64	1	8/16/2014	web_development	0
212394	Introduction to Node.js Development	55	paid	1779	48	16	All Levels	0.18	1	8/28/2014	web_development	97845
212398	Advanced Node.js Development	55	paid	2565	32	41	All Levels	0.55	3	8/28/2014	web_development	141075
212438	Aprende todos los secretos de la salsa para piano	50	paid	7	0	17	Beginner Level	0	3	5/9/2014	music	350
212492	Aprende a tocar blues en el piano y teclado	50	paid	10	4	22	Intermediate Level	0.06	2.5	5/9/2014	music	500
212506	Ahora aprende a tocar jazz en el piano	30	paid	4	0	9	Beginner Level	0.88	1.5	5/9/2014	music	120
212520	Aprende a tocar ritmos latinos en el teclado	50	paid	7	0	31	All Levels	0	3.5	5/9/2014	music	350
212624	Introduction to HTML	0	free	8371	212	18	All Levels	0.78	1.5	8/30/2014	web_development	0
213154	Automate Your Finances	20	Paid	690	17	21	Beginner Level	0.6	1	5/8/2014	business	13800
213532	How to speak Pianish (beginner level)	30	paid	545	5	10	All Levels	0.07	1	8/25/2014	music	16350
21386	Beginner Photoshop to HTML5 and CSS3	0	free	73110	1716	22	All Levels	0.94	2	7/27/2012	web_development	0
214046	Option Trading for Rookies: The Covered Call Option Strategy	95	Paid	6092	25	29	Intermediate Level	0.11	1.5	11/3/2016	business	578740
214218	"Aprende a tocar jazz, salsa y blues en el piano"	20	paid	5	0	23	All Levels	0.31	3	5/19/2014	music	100
214328	Piano Lessons for the R&B Fan	20	paid	228	2	64	Intermediate Level	0.02	8	5/13/2014	music	4560
214418	Piano Lessons For The Hip Hop Fan	20	paid	276	2	62	Intermediate Level	0.02	5.5	5/12/2014	music	5520
214794	Aprende a tocar ritmo pop en el piano y teclado	20	paid	10	1	9	All Levels	0.06	0.72	5/16/2014	music	200
215728	Shark Accounting - Building a Business by the Numbers!	20	Paid	6050	140	17	All Levels	0.8	1.5	5/18/2014	business	121000
217010	Website Secrets: Get a Gorgeous Website on the Cheap	50	paid	12328	15	32	All Levels	0.89	2	7/4/2014	web_development	616400
218416	Trading Binary Options for Fun and Profit	20	Paid	1574	24	46	All Levels	0.82	2	2/21/2015	business	31480
218596	Aprende a tocar la trompeta	50	paid	6	2	30	Beginner Level	0.96	3	5/19/2014	music	300
218856	Aprende a tocar la flauta dulce de forma sencilla y gradual	50	paid	5	0	23	All Levels	0.35	3	5/19/2014	music	250
219306	Learn about it	20	Paid	1193	24	27	Beginner Level	0.89	1.5	6/5/2014	business	23860
219756	Aprende a tocar flauta transversal sin complicaciones	50	paid	6	2	23	Beginner Level	0.34	3	5/19/2014	music	300
219838	Learn XML Crash Course: Discover Essential XML Fundamentals	50	paid	3704	111	18	All Levels	0.72	2	6/16/2014	web_development	185200
219844	Aprende a tocar el clarinete.	50	paid	4	0	26	All Levels	1	3	5/19/2014	music	200
219878	Aprende a tocar el contrabajo sin complicaciones	50	paid	3	1	20	Beginner Level	0.62	3	5/19/2014	music	150
220604	Pixelmator - Create Vector Graphics From Scratch	20	paid	507	42	36	Intermediate Level	0.94	3	9/19/2014	graphics_design	10140
221306	Accounting Is Easy (for Beginners)	20	Paid	3870	12	90	Beginner Level	0.84	9	5/20/2014	business	77400
221872	Working Capital Management for Entrepreneurs	20	Paid	507	5	15	Beginner Level	0.92	1	11/19/2014	business	10140
221920	A Beginner's Guide to the Meteor JavaScript Framework	50	paid	898	132	40	All Levels	0.6	2	9/27/2014	web_development	44900
222062	Tenor Banjo	40	paid	70	6	18	All Levels	0.11	1	6/17/2015	music	2800
222976	Create Kindle eBook Covers with PowerPoint	30	paid	87	7	23	All Levels	0.3	2	6/17/2014	graphics_design	2610
22445	Learn to Design a Letterhead - A Beginners Course	0	free	24687	423	13	All Levels	0.11	0.73	10/10/2012	graphics_design	0
226084	"IAS37 - Provisions, Contingents Liabilities & Assets"	0	Free	2247	53	29	All Levels	0.96	4	6/30/2014	business	0
226534	WordPress Backup And Restore Fundamentals	0	free	13242	131	24	All Levels	0.74	1	6/24/2014	web_development	0
22825	Beginner Guitar Method	200	paid	85	2	23	All Levels	0.04	4	10/31/2012	music	17000
228268	Play music on Harmonica using 8 notes - learn easy tunes!	35	paid	29	0	14	All Levels	0.15	1	5/26/2014	music	1015
228934	PSD to HTML5/CSS3 using Twitter Bootstrap 3!	95	paid	2073	24	16	Beginner Level	0.99	2	2/25/2015	web_development	196935
231176	Learn To Build Beautiful HTML5 And CSS3 Websites In 1 Month	50	paid	18818	407	80	Beginner Level	0.89	11	6/3/2014	web_development	940900
231256	FOREX Currency Trading For Beginners	25	Paid	35	2	28	Intermediate Level	0.98	4	6/17/2014	business	875
231970	Drawing Perspective For Beginners	150	paid	736	50	44	All Levels	0.94	7.5	3/20/2016	graphics_design	110400
233294	Financial Translation	20	Paid	167	6	29	All Levels	0.76	1.5	6/11/2014	business	3340
233900	Get Started With Penny Stocks -Step by Step Guide to Trading	200	Paid	7159	61	18	All Levels	0.11	2	6/2/2014	business	1431800
235104	Responsive Html5 Theme Development	20	paid	1517	4	12	Beginner Level	0.96	1	6/6/2014	web_development	30340
235112	Forex - Catch the Big Market Moves in Forex	20	Paid	212	25	14	All Levels	0.3	1.5	6/2/2014	business	4240
235990	Build A Great Wordpress Website For Your Business in 2 Hours	35	paid	1054	4	26	All Levels	0.77	2	6/10/2014	web_development	36890
236070	Forex Harmonic Trading- With Multiple Forex Chart Examples	135	Paid	313	16	25	Beginner Level	0.78	2.5	11/28/2016	business	42255
236080	Elliott Wave -Forex Trading With The Elliott Wave Theory	90	Paid	4022	35	14	All Levels	0.11	1	12/15/2016	business	361980
23683	Guitar - Rock - Beginner with Marc Seal	20	paid	40	1	27	Beginner Level	0.74	1	8/31/2012	music	800
23742	Servlets and JSPs Tutorial: Learn Web Applications With Java	35	paid	15187	970	64	All Levels	0.12	10	9/10/2012	web_development	531545
23861	Guitar - Rock - Beginner/Intermediate with Marc Seal	20	paid	36	4	40	Beginner Level	0.11	1.5	10/7/2012	music	720
238934	Pianoforall - Incredible New Way To Learn Piano & Keyboard	200	paid	75499	7676	362	Beginner Level	0.96	30	8/7/2014	music	15099800
240256	Forex Breakout Profits: The Definitive Guide	25	Paid	521	60	27	All Levels	0.93	2.5	11/30/2014	business	13025
241590	Make a professional website - 30 Day Guarantee. Discounted!	20	paid	11167	34	13	Beginner Level	0.68	2	6/23/2014	web_development	223340
241590	Make a professional website - 30 Day Guarantee. Discounted!	20	paid	11167	34	13	Beginner Level	0.92	2	6/23/2014	web_development	223340
242382	Learn Beethoven's Fur Elise on Piano	20	paid	1582	11	6	All Levels	0.1	0.48	6/13/2014	music	31640
242574	Object Oriented Programming (OOP) in PHP - Build An OOP Site	20	paid	6588	721	36	Beginner Level	0.43	2	6/17/2014	web_development	131760
24334	CSS Development (with CSS3!)	20	paid	25864	188	32	All Levels	0.78	5	10/31/2012	web_development	517280
244000	Forex Trading: The High ROI Forex Trading End of Day Course	125	Paid	8	1	19	Beginner Level	0.88	2.5	6/16/2014	business	1000
245722	Painless Piano!	40	paid	353	1	30	All Levels	0.18	3.5	6/23/2014	music	14120
245822	Day Trading Market Structure Signals	0	Free	5529	90	5	Beginner Level	0.84	2	6/18/2014	business	0
246154	Web Design for Beginners: Real World Coding in HTML & CSS	100	paid	9103	1724	58	Beginner Level	0.23	9	9/22/2014	web_development	910300
247558	A Complete Guide to Becoming a Trader on the Forex Market	25	Paid	562	11	15	All Levels	0.96	1	6/28/2014	business	14050
247940	Monetizing Your Website: How to Add Cost-Per-Action (CPA)	35	Paid	142	4	18	All Levels	0.78	1	6/30/2014	business	4970
24815	Harnessing the Power of Growth Stocks	50	Paid	29	2	7	All Levels	0.86	2	10/31/2012	business	1450
248338	Introduction to Day Trading	50	Paid	79	5	36	Intermediate Level	0.96	1	9/5/2014	business	3950
24877	Introductory Financial Accounting	80	Paid	1793	265	54	All Levels	0.15	10	10/3/2012	business	143440
249126	Logo Design Essentials	20	paid	33205	481	12	Beginner Level	0.88	0.7	6/30/2014	graphics_design	664100
249376	IFRIC 13-Customer Loyalty Programmes (Revenue)	0	Free	2058	22	6	Beginner Level	0.88	0.6	7/5/2014	business	0
249934	Finance for Non Finance Executives	180	Paid	944	44	187	Beginner Level	0.88	13	6/25/2014	business	169920
249950	Binary Options Course - Level 2	0	Free	5874	207	9	Beginner Level	0.55	2	6/26/2014	business	0
250902	Nest Egg Investing	45	Paid	6	0	12	Intermediate Level	0.69	2	6/27/2014	business	270
252396	How to Pick The Right Penny Stocks To Invest In 2017	150	Paid	9015	65	23	All Levels	0.81	2.5	7/1/2014	business	1352250
252950	Chartered Financial Analyst (CFA) - Level 1 - FRA	30	Paid	517	5	17	All Levels	0.34	14.5	6/30/2014	business	15510
253246	Core Concepts in HTML 5	75	paid	1532	19	23	All Levels	0.96	2	7/30/2014	web_development	114900
253810	"IAS 8-Accounting Policies ,Changes in Accounting Estimates"	0	Free	2122	30	15	Intermediate Level	0.13	2.5	10/3/2014	business	0
255046	Investments and Financial Markets	40	Paid	71	3	19	Beginner Level	0.76	1.5	7/22/2014	business	2840
255170	Bitcoin - The Complete Guide	20	Paid	2281	12	24	All Levels	0.96	5.5	7/4/2014	business	45620
255280	WE WILL PAY YOU TO TRADE WITH US	20	Paid	2101	51	11	All Levels	0.88	2	8/18/2014	business	42020
255604	Intro to Illustrator	20	paid	11	4	59	All Levels	0.94	7	7/20/2014	graphics_design	220
255878	Learn to Create Advance Responsive Websites With Bootstrap	20	paid	2528	15	30	All Levels	0.96	2	10/26/2014	web_development	50560
256094	Financial Management - Ratio Analysis	20	Paid	2046	9	72	All Levels	0.88	5.5	7/5/2014	business	40920
25615	Login and Registration from Scratch with PHP and MySQL	20	paid	1128	77	36	Beginner Level	0.96	2	10/24/2012	web_development	22560
256200	How To Start Trading Penny Stocks In 10 Easy Steps 2017	50	Paid	7750	58	15	Beginner Level	0.94	1.5	7/17/2014	business	387500
25794	How To Crowdfund	30	Paid	43	6	17	All Levels	0.76	1.5	10/2/2012	business	1290
257996	Bookkeeping made simple	30	Paid	23	1	19	Beginner Level	0.96	1	2/13/2015	business	690
258174	Accounting for Depreciation (Collage Level)	20	Paid	576	1	14	Expert Level	0.55	1	7/9/2014	business	11520
258232	Algorithmic Trading In Forex: Create Your First Forex Robot!	185	Paid	7941	713	40	Expert Level	0.22	6.5	8/11/2014	business	1469085
258886	HTML5 Geolocation in Depth:Build 7 HTML5 Geolocation Apps	90	paid	1526	72	86	Beginner Level	0.96	6.5	5/26/2015	web_development	137340
258894	How to Read a Balance Sheet	50	Paid	1055	21	64	Beginner Level	0.36	3.5	7/11/2014	business	52750
258954	CFA Level 1 - Derivatives	30	Paid	110	6	25	All Levels	0.22	4	7/21/2014	business	3300
260066	Banking Credit Analysis Process (for Bankers)	180	Paid	894	62	241	Intermediate Level	0.59	17.5	7/12/2014	business	160920
260444	Build a file hosting/sharing site in less than 2 hours	20	paid	976	29	13	All Levels	0.89	1.5	7/14/2014	web_development	19520
260470	Forex Robots: Expect To Earn 175% P.A. Forex Robot Included!	200	Paid	10603	872	42	All Levels	0.81	5.5	10/12/2014	business	2120600
260756	The Essential Web Developer Course - Build 12 Websites	200	paid	9355	390	177	All Levels	0.94	16.5	11/2/2015	web_development	1871000
260900	Quick & Easy Piano Chords: Play more songs with more chords	55	paid	1818	4	90	Beginner Level	0.52	2.5	7/17/2014	music	99990
261148	create a search engine for your website!	20	paid	1832	6	12	All Levels	0.17	1.5	7/17/2014	web_development	36640
262370	Accounting: Get Hired Without Work Experience	100	Paid	4661	187	20	All Levels	0.02	1	9/1/2014	business	466100
262818	Simple Options Trading System	35	Paid	104	2	16	Intermediate Level	0.52	1.5	7/31/2014	business	3640
263672	Classical Guitar Finger-Picking: Right Hand Arpeggios	195	paid	200	11	19	All Levels	0.02	2	7/24/2014	music	39000
263818	Learn to Play French Horn: Beginner to Pro Made the Easy Way	50	paid	460	27	131	Beginner Level	0.07	8	10/29/2014	music	23000
263846	Master the French Horn: Intermediate Instruction Made Simple	50	paid	68	8	126	Beginner Level	0.11	7.5	10/29/2014	music	3400
264396	Learn How to Play the Violin - Violin Basics	20	paid	365	10	12	All Levels	0.18	0.53	8/13/2014	music	7300
264790	How to Install WordPress From Scratch	0	free	8415	56	13	All Levels	0.66	1	7/19/2014	web_development	0
265960	Fundamentals of Forex Trading	0	Free	17160	620	23	Beginner Level	0.69	1	8/29/2014	business	0
266004	Rhythm to Rock Drum Lesson 4	20	paid	12	3	12	All Levels	0.16	1.5	8/18/2014	music	240
266252	Projects in PHP and MySQL	60	paid	10606	570	88	Beginner Level	0.76	23	7/25/2014	web_development	636360
26648	Play Guitar and Understand Music Quick & Easy in 28 Days!	20	paid	738	6	64	All Levels	0.07	9.5	10/13/2012	music	14760
266682	HARP&SOUL  |  Learn the Secrets of the Harmonica	35	paid	114	8	59	All Levels	0.78	2	10/1/2014	music	3990
267286	"Basic Concepts of Web Development, HTTP and Java Servlets"	35	paid	2797	59	10	Beginner Level	0.92	1	8/27/2014	web_development	97895
267560	Learn E-Commerce Website in PHP & MySQL From Scratch!	0	free	29990	1342	87	Beginner Level	0.95	17.5	8/10/2014	web_development	0
267984	Accounting 101: Learn Business Finance Forecasting in 60mins	95	Paid	1730	12	12	All Levels	0.98	1.5	7/24/2014	business	164350
26845	Advanced HTML5 Tutorial for Web Developers	50	paid	11847	57	57	All Levels	0.18	7.5	10/17/2012	web_development	592350
269006	Learn Html5 & CSS3 from scratch	20	paid	13960	239	19	All Levels	0.4	2.5	7/26/2014	web_development	279200
269082	Photoshop: Real World Hands-on Freelance Mastery	105	paid	5950	25	29	All Levels	0.6	2.5	9/25/2014	graphics_design	624750
26956	Learn Guitar in 21 Days	20	paid	26504	192	82	All Levels	0.41	2.5	10/21/2012	music	530080
269638	Codeigniter: How to use Codeigniter that drives knowledge	150	paid	14606	235	21	Intermediate Level	0.48	3	7/29/2014	web_development	2190900
269830	Rhythm to Rock Drum Lesson 5	20	paid	13	3	9	All Levels	0.16	1	8/18/2014	music	260
269832	Rhythm to Rock Drum Lesson 6	20	paid	12	1	13	Intermediate Level	0.16	1.5	8/21/2014	music	240
270808	Projects in Django and Python	60	paid	1764	53	28	All Levels	0.78	6.5	10/21/2014	web_development	105840
270844	IAS 1-Presentation of Financial Statements	0	Free	2674	81	8	All Levels	0.96	1	10/3/2014	business	0
270976	A how to guide in HTML	0	free	7318	205	8	Beginner Level	0.23	0.58	8/10/2014	web_development	0
271652	How To Play The Djembe: For Beginners	30	paid	414	18	19	Beginner Level	0.07	1	11/11/2014	music	12420
273256	Mind-Blowing Photoshop: Master Skills Season 1	20	paid	94	3	69	Intermediate Level	0.98	3	8/8/2014	graphics_design	1880
273448	Learn How to Profit In Forex With Market Rhythms	20	Paid	85	5	17	Beginner Level	0.95	1.5	8/2/2014	business	1700
275294	FastTrack to Stock Trading Strategies	25	Paid	5685	5	12	Intermediate Level	0.14	3.5	8/5/2014	business	142125
27681	Piano Improvisation from Day One	20	paid	1249	37	21	Beginner Level	0.19	3	3/1/2013	music	24980
277770	Electric Bass Right From The Start	100	paid	239	1	9	All Levels	0.02	0.67	3/14/2016	music	23900
278948	Become a Professional Graphic Designer	35	paid	3618	345	207	Beginner Level	0.96	20.5	8/13/2014	graphics_design	126630
280194	"Become a Graphic Designer, and earn a living from it"	35	paid	2354	12	37	Beginner Level	0.73	3	9/17/2014	graphics_design	82390
280842	Take Your Career to the Next Level with MBA Finance	50	Paid	618	10	19	All Levels	0.96	2	10/29/2015	business	30900
281690	A Very Complete Introduction To Laravel	20	paid	2320	114	43	All Levels	0.76	6	8/24/2014	web_development	46400
28172	Practical Trading on Financial Futures & Options Markets	50	Paid	43	0	25	Beginner Level	0.1	4	11/12/2012	business	2150
281844	How to Pick Stocks	20	Paid	131	3	28	All Levels	0.74	1.5	9/15/2014	business	2620
282044	Introduction to the 8 Pillars for Accountants	20	Paid	18	0	33	Intermediate Level	0.88	0.62	8/16/2014	business	360
282050	The Day Trader: Learn to Trade The Stock Market and Forex	20	Paid	768	23	54	Beginner Level	0.8	10.5	8/21/2014	business	15360
28295	Learn Web Designing & HTML5/CSS3 Essentials in 4-Hours	75	paid	43285	525	24	Beginner Level	0.31	4	1/3/2013	web_development	3246375
283014	HTML 5: How I made websites in HTML5	135	paid	15064	237	15	All Levels	0.5	1.5	10/23/2014	web_development	2033640
283780	Build a DCF Model from Scratch	0	Free	4653	395	5	Beginner Level	0.25	0.52	9/14/2014	business	0
284076	Automate Web Development With Gulp JS	20	paid	2784	425	29	All Levels	0.92	3.5	8/23/2014	web_development	55680
284118	VPS for Forex Trading - Protect Your Forex Robots	160	Paid	4252	225	24	Beginner Level	0.84	2	9/19/2014	business	680320
28556	Discover How to Draw and paint Comics	65	paid	8901	424	85	Beginner Level	0.61	62	11/21/2012	graphics_design	578565
285638	Learn to Trade for Profit:Trading with Japanese Candlesticks	60	Paid	16385	273	45	Beginner Level	0.78	3	9/2/2014	business	983100
286070	5 lecciones que todo guitarrista debe tomar	0	free	4452	263	14	All Levels	0.14	1	8/23/2014	music	0
286160	Making Killer Images in Photoshop that WOW Clients!	95	paid	45	1	26	Intermediate Level	0.37	5	10/25/2014	graphics_design	4275
286424	Learn to Design a Logo in Adobe Illustrator	20	paid	3390	49	29	Beginner Level	0.96	4.5	8/23/2014	graphics_design	67800
286508	Graphic design - The Quick Guide	30	paid	1350	29	11	Beginner Level	0.95	0.63	8/29/2014	graphics_design	40500
287010	HTML & CSS - Learn to build sleek websites	55	paid	1552	14	44	All Levels	0.95	3.5	10/21/2014	web_development	85360
288110	Illustrator - Creating stylised images from a photo	50	paid	1500	11	9	All Levels	0.95	0.68	9/9/2014	graphics_design	75000
288256	"Trade Stocks, Forex & Financial Markets like a Professional"	20	Paid	116	6	12	Beginner Level	0.8	3	8/28/2014	business	2320
288258	"Learn to Code in HTML5, CSS3, and JavaScript"	20	paid	1404	7	17	All Levels	0.33	2.5	11/13/2014	web_development	28080
288466	Become a Kick-Ass Web Developer: From Newbie to Pro	200	paid	6751	44	353	Intermediate Level	0.17	48.5	10/2/2014	web_development	1350200
288850	Make Logo design pay with illustrator in less than a day	50	paid	22	1	20	All Levels	0.79	4	9/1/2014	graphics_design	1100
288854	"Beginner's Guitar: Tuning, Strumming, and Chords!"	0	free	2577	30	6	All Levels	0.11	0.62	7/3/2015	music	0
288942	#1 Piano Hand Coordination: Play 10th Ballad in Eb Key songs	35	paid	3137	18	68	Beginner Level	0.11	1.5	9/18/2014	music	109795
289230	Learn and Understand AngularJS	175	paid	59361	11580	55	Beginner Level	0.87	7	9/24/2014	web_development	10388175
292462	Learn to Raise the Funds You Need via Crowdfunding	20	Paid	3403	29	70	All Levels	0.96	8	9/19/2014	business	68060
294292	Technical Analysis 101: Ten Primary Candlestick Reversals	95	Paid	1741	85	84	Beginner Level	0.24	7	10/5/2014	business	165395
294294	Effective iOS & Android App Icon Design	20	paid	1933	25	13	All Levels	0.59	1	9/9/2014	graphics_design	38660
294408	Learn to Make an Animated Image Gallery using HTML5	0	free	11080	165	7	All Levels	0.19	1	11/20/2014	web_development	0
294794	Create An HTML5 Video Player From Scratch	0	free	32260	1005	12	All Levels	0.94	1.5	9/5/2014	web_development	0
294914	Debt Collection Management: Get Paid On Time EVERY TIME!	20	Paid	1255	8	38	All Levels	0.98	3	1/27/2015	business	25100
295843	Introduction to Laravel 4	0	free	9110	411	22	All Levels	0.73	2.5	9/12/2014	web_development	0
295909	Legal Accounting	110	Paid	26	6	49	Beginner Level	0.96	4	9/21/2014	business	2860
297044	Learn WCF And Web APIs From Scratch	50	paid	5398	358	83	Beginner Level	0.58	10.5	10/8/2014	web_development	269900
297390	Joomla: Create a Joomla Website This Weekend With NO CODING!	0	free	18496	386	30	All Levels	0.34	2	10/6/2014	web_development	0
297602	Using MODX CMS to Build Websites: A Beginner's Guide	45	paid	901	36	20	All Levels	0.21	2	9/28/2014	web_development	40545
297702	Earn and Learn to create Logo designs in Illustrator quickly	50	paid	18	1	7	Expert Level	0.78	1	9/10/2014	graphics_design	900
297742	Build a DCF Valuation Model	50	Paid	2053	234	44	All Levels	0.88	5.5	10/1/2014	business	102650
297762	Build a Trading Comps Valuation Model	50	Paid	1032	60	55	Beginner Level	0.97	7	10/1/2014	business	51600
297930	The art of piano improvisation	20	paid	83	4	9	Beginner Level	0.24	0.67	9/19/2014	music	1660
298044	Accounting for everyone!	35	Paid	420	2	14	All Levels	0.15	1	11/19/2014	business	14700
298522	Navigate the 10-K and Other Financial Reports	40	Paid	653	55	20	All Levels	0.96	2.5	11/8/2014	business	26120
298558	Advanced Accounting for Investment Banking	50	Paid	1260	80	38	All Levels	0.98	4	10/1/2014	business	63000
300466	Turn Your Photos Into Professional And Modern Artworks	20	paid	1557	11	12	All Levels	0.34	1.5	9/16/2014	graphics_design	31140
